                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.49802,                0.38802,                 1.0337,                0.84965,                 0.7478,                0.78815,                0.49654,                 1.0936,                0.82286,                 1.5914,             0.00023121,             0.00023121,             0.00023121
                     90,                0.51636,                0.40163,                  1.045,                0.85946,                0.74575,                0.78622,                0.48342,                 1.0631,                0.80863,                 1.5645,             0.00021471,             0.00021471,             0.00021471
                     91,                0.48212,                0.39046,                  1.019,                0.85135,                0.72935,                 0.7668,                0.47539,                 1.0584,                0.80067,                 1.5932,             0.00019821,             0.00019821,             0.00019821
                     92,                0.47917,                0.34625,                 1.0198,                0.86339,                0.70627,                0.73977,                0.46952,                 1.0435,                0.78662,                 1.5529,              0.0001817,              0.0001817,              0.0001817
                     93,                0.45634,                0.33988,                 1.0195,                0.85337,                0.71997,                0.74561,                0.47569,                 1.0771,                0.74885,                 1.5757,              0.0001652,              0.0001652,              0.0001652
                     94,                 0.4645,                0.33512,                0.99271,                0.83142,                0.69168,                0.74356,                0.46987,                 1.0783,                0.73472,                 1.6099,              0.0001487,              0.0001487,              0.0001487
                     95,                0.44946,                0.32367,                 0.9944,                0.83083,                0.73846,                0.76377,                0.48888,                 1.0648,                0.70552,                 1.5846,             0.00013219,             0.00013219,             0.00013219
                     96,                0.44381,                0.31145,                0.99875,                0.87323,                0.69665,                0.76656,                0.49385,                 1.0686,                0.72456,                 1.5776,             0.00011569,             0.00011569,             0.00011569
                     97,                0.43621,                0.30884,                0.97354,                0.84991,                0.69665,                 0.7678,                0.49244,                 1.0798,                0.76049,                 1.5891,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.44123,                0.31339,                0.98856,                0.85118,                 0.7053,                0.76851,                0.49118,                 1.0879,                0.77424,                  1.596,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.42885,                 0.3051,                0.98665,                0.85316,                0.69406,                0.77208,                0.48355,                 1.0868,                0.75333,                 1.5955,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.43569,                0.30817,                0.97018,                0.83359,                0.71549,                0.77646,                0.48703,                 1.0723,                 0.7317,                 1.5926,             4.9677e-05,             4.9677e-05,             4.9677e-05
